Sample.ID,latitude_north,longitude_east,site,crop
S_0384,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0385,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0386,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0387,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0388,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0389,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0390,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0391,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0392,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0393,34.40.48,136.25.02,Tsu,Cabbage
S_0394,34.40.48,136.25.02,Tsu,Cabbage
S_0395,34.40.48,136.25.02,Tsu,Cabbage
S_0396,36.30.31,138.28.51,Tsumagoi,Cabbage
S_0397,36.30.31,138.28.51,Tsumagoi,Cabbage
S_0398,36.30.31,138.28.51,Tsumagoi,Cabbage
S_0399,36.30.31,138.28.51,Tsumagoi,Sweet_corn
S_0400,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0401,34.37.52,136.29.25,Matsuzaka,Cabbage
S_0402,34.37.52,136.29.25,Matsuzaka,Cabbage
S_0403,34.37.52,136.29.25,Matsuzaka,Cabbage
S_0404,34.37.52,136.29.25,Matsuzaka,Cabbage
S_0405,34.37.52,136.29.25,Matsuzaka,Cabbage
S_0406,34.37.52,136.29.25,Matsuzaka,Cabbage
S_0407,34.37.52,136.29.25,Matsuzaka,Cabbage
S_0408,34.40.48,136.25.02,Tsu,Cabbage
S_0409,34.37.52,136.29.25,Matsuzaka,Cabbage
S_0410,34.37.52,136.29.25,Matsuzaka,Cabbage
S_0411,34.37.52,136.29.25,Matsuzaka,Cabbage
S_0412,34.37.52,136.29.25,Matsuzaka,Cabbage
S_0413,34.37.52,136.29.25,Matsuzaka,Cabbage
S_0414,34.37.52,136.29.25,Matsuzaka,Cabbage
S_0415,34.37.52,136.29.25,Matsuzaka,Cabbage
S_0416,34.37.52,136.29.25,Matsuzaka,Cabbage
S_0417,34.37.52,136.29.25,Matsuzaka,Cabbage
S_0418,34.37.52,136.29.25,Matsuzaka,Cabbage
S_0419,34.37.52,136.29.25,Matsuzaka,Cabbage
S_0420,34.37.52,136.29.25,Matsuzaka,Cabbage
S_0421,34.37.52,136.29.25,Matsuzaka,Cabbage
S_0422,34.37.52,136.29.25,Matsuzaka,Cabbage
S_0423,34.37.52,136.29.25,Matsuzaka,Cabbage
S_0424,34.37.52,136.29.25,Matsuzaka,Cabbage
S_0425,34.44.56,137.25.52,Toyohashi,Cabbage
S_0426,34.44.56,137.25.52,Toyohashi,Cabbage
S_0427,34.44.56,137.25.52,Toyohashi,Cabbage
S_0428,34.37.52,136.29.25,Matsuzaka,Cabbage
S_0429,34.37.52,136.29.25,Matsuzaka,Cabbage
S_0430,34.37.52,136.29.25,Matsuzaka,Cabbage
S_0431,34.37.52,136.29.25,Matsuzaka,Cabbage
S_0432,34.37.52,136.29.25,Matsuzaka,Cabbage
S_0433,34.44.56,137.25.52,Toyohashi,Cabbage
S_0434,34.44.56,137.25.52,Toyohashi,Cabbage
S_0435,34.44.56,137.25.52,Toyohashi,Cabbage
S_0436,34.44.56,137.25.52,Toyohashi,Cabbage
S_0437,34.44.56,137.25.52,Toyohashi,Cabbage
S_0438,34.44.56,137.25.52,Toyohashi,Cabbage
S_0439,34.44.56,137.25.52,Toyohashi,Cabbage
S_0440,34.44.56,137.25.52,Toyohashi,Cabbage
S_0441,36.01.46,140.06.13,Tsukuba,Cabbage
S_0442,36.01.46,140.06.13,Tsukuba,Cabbage
S_0443,36.01.46,140.06.13,Tsukuba,Cabbage
S_0444,36.01.46,140.06.13,Tsukuba,Cabbage
S_0445,36.01.46,140.06.13,Tsukuba,Cabbage
S_0446,36.01.46,140.06.13,Tsukuba,Cabbage
S_0447,36.01.46,140.06.13,Tsukuba,Cabbage
S_0448,34.44.56,137.25.52,Toyohashi,Cabbage
S_0449,36.01.46,140.06.13,Tsukuba,Cabbage
S_0450,36.01.46,140.06.13,Tsukuba,Cabbage
S_0451,36.01.46,140.06.13,Tsukuba,Cabbage
S_0452,36.01.46,140.06.13,Tsukuba,Cabbage
S_0453,36.01.46,140.06.13,Tsukuba,Cabbage
S_0454,36.01.46,140.06.13,Tsukuba,Cabbage
S_0455,36.01.46,140.06.13,Tsukuba,Cabbage
S_0456,36.01.46,140.06.13,Tsukuba,Cabbage
S_0457,36.01.46,140.06.13,Tsukuba,Cabbage
S_0458,36.01.46,140.06.13,Tsukuba,Cabbage
S_0459,36.01.46,140.06.13,Tsukuba,Cabbage
S_0460,36.01.46,140.06.13,Tsukuba,Cabbage
S_0461,36.01.46,140.06.13,Tsukuba,Cabbage
S_0462,36.01.46,140.06.13,Tsukuba,Cabbage
S_0463,36.01.46,140.06.13,Tsukuba,Cabbage
S_0464,36.01.46,140.06.13,Tsukuba,Cabbage
S_0465,34.45.03,137.26.17,Toyohashi,Cabbage
S_0466,34.45.03,137.26.17,Toyohashi,Cabbage
S_0467,34.45.03,137.26.17,Toyohashi,Cabbage
S_0468,34.45.03,137.26.17,Toyohashi,Cabbage
S_0469,34.45.03,137.26.17,Toyohashi,Cabbage
S_0470,34.45.03,137.26.17,Toyohashi,Cabbage
S_0471,34.45.03,137.26.17,Toyohashi,Cabbage
S_0472,36.01.46,140.06.13,Tsukuba,Cabbage
S_0473,34.45.03,137.26.17,Toyohashi,Cabbage
S_0474,34.45.03,137.26.17,Toyohashi,Cabbage
S_0475,34.45.03,137.26.17,Toyohashi,Cabbage
S_0476,34.45.03,137.26.17,Toyohashi,Cabbage
S_0477,34.45.03,137.26.17,Toyohashi,Cabbage
S_0478,34.45.03,137.26.17,Toyohashi,Cabbage
S_0479,34.45.03,137.26.17,Toyohashi,Cabbage
S_0480,34.45.03,137.26.17,Toyohashi,Cabbage
S_0481,34.45.03,137.26.17,Toyohashi,Cabbage
S_0482,34.45.03,137.26.17,Toyohashi,Cabbage
S_0483,34.45.03,137.26.17,Toyohashi,Cabbage
S_0484,34.45.03,137.26.17,Toyohashi,Cabbage
S_0485,34.45.03,137.26.17,Toyohashi,Cabbage
S_0486,34.45.03,137.26.17,Toyohashi,Cabbage
S_0487,34.45.03,137.26.17,Toyohashi,Cabbage
S_0488,34.45.03,137.26.17,Toyohashi,Cabbage
S_0489,34.37.52,136.29.25,Matsuzaka,Cabbage
S_0490,34.37.52,136.29.25,Matsuzaka,Cabbage
S_0491,34.37.52,136.29.25,Matsuzaka,Cabbage
S_0492,34.37.52,136.29.25,Matsuzaka,Cabbage
S_0493,34.45.03,137.26.17,Toyohashi,Cabbage
S_0494,34.45.03,137.26.17,Toyohashi,Cabbage
S_0495,34.45.03,137.26.17,Toyohashi,Cabbage
S_0496,34.45.03,137.26.17,Toyohashi,Cabbage
S_0497,37.42.39,140.23.25,Fukushima,Spinach
S_0498,37.42.39,140.23.25,Fukushima,Spinach
S_0499,37.42.39,140.23.25,Fukushima,Spinach
S_0500,37.42.39,140.23.25,Fukushima,Cabbage
S_0501,34.37.52,136.29.25,Matsuzaka,Cabbage
S_0502,34.37.52,136.29.25,Matsuzaka,Cabbage
S_0503,34.37.52,136.29.25,Matsuzaka,Cabbage
S_0504,34.37.52,136.29.25,Matsuzaka,Cabbage
S_0505,37.42.39,140.23.25,Fukushima,Spinach
S_0506,37.42.39,140.23.25,Fukushima,Spinach
S_0507,37.42.39,140.23.25,Fukushima,Spinach
S_0508,37.42.39,140.23.25,Fukushima,Spinach
S_0509,37.42.39,140.23.25,Fukushima,Spinach
S_0510,37.42.39,140.23.25,Fukushima,Spinach
S_0511,37.42.39,140.23.25,Fukushima,Spinach
S_0512,37.42.39,140.23.25,Fukushima,Spinach
S_0513,37.42.39,140.23.25,Fukushima,Spinach
S_0514,37.42.39,140.23.25,Fukushima,Spinach
S_0515,37.42.39,140.23.25,Fukushima,Spinach
S_0516,37.42.39,140.23.25,Fukushima,Spinach
S_0517,37.42.39,140.23.25,Fukushima,Spinach
S_0518,37.42.39,140.23.25,Fukushima,Spinach
S_0519,37.42.39,140.23.25,Fukushima,Spinach
S_0520,37.42.39,140.23.25,Fukushima,Spinach
S_0521,37.42.37,140.23.29,Fukushima,Komatsuna
S_0522,37.42.37,140.23.29,Fukushima,Komatsuna
S_0523,37.42.37,140.23.29,Fukushima,Komatsuna
S_0524,37.42.37,140.23.29,Fukushima,Spinach
S_0525,37.42.39,140.23.25,Fukushima,Spinach
S_0526,37.42.39,140.23.25,Fukushima,Spinach
S_0527,37.42.39,140.23.25,Fukushima,Spinach
S_0528,37.42.39,140.23.25,Fukushima,Spinach
S_0529,37.42.37,140.23.29,Fukushima,Komatsuna
S_0530,37.42.37,140.23.29,Fukushima,Komatsuna
S_0531,37.42.37,140.23.29,Fukushima,Komatsuna
S_0532,37.42.37,140.23.29,Fukushima,Komatsuna
S_0533,37.42.37,140.23.29,Fukushima,Komatsuna
S_0534,37.42.37,140.23.29,Fukushima,Komatsuna
S_0535,37.42.37,140.23.29,Fukushima,Komatsuna
S_0536,37.42.37,140.23.29,Fukushima,Komatsuna
S_0537,37.42.37,140.23.29,Fukushima,Komatsuna
S_0538,37.42.37,140.23.29,Fukushima,Komatsuna
S_0539,37.42.37,140.23.29,Fukushima,Komatsuna
S_0540,37.42.37,140.23.29,Fukushima,Komatsuna
S_0541,37.42.37,140.23.29,Fukushima,Komatsuna
S_0542,37.42.37,140.23.29,Fukushima,Komatsuna
S_0543,37.42.37,140.23.29,Fukushima,Komatsuna
S_0544,37.42.37,140.23.29,Fukushima,Komatsuna
S_0545,37.42.39,140.23.25,Fukushima,Spinach
S_0546,37.42.39,140.23.25,Fukushima,Spinach
S_0547,37.42.39,140.23.25,Fukushima,Spinach
S_0548,37.42.39,140.23.25,Fukushima,Komatsuna
S_0549,37.42.37,140.23.29,Fukushima,Komatsuna
S_0550,37.42.37,140.23.29,Fukushima,Komatsuna
S_0551,37.42.37,140.23.29,Fukushima,Komatsuna
S_0552,37.42.37,140.23.29,Fukushima,Komatsuna
S_0553,37.42.39,140.23.25,Fukushima,Spinach
S_0554,37.42.39,140.23.25,Fukushima,Spinach
S_0555,37.42.39,140.23.25,Fukushima,Spinach
S_0556,37.42.39,140.23.25,Fukushima,Spinach
S_0557,37.42.39,140.23.25,Fukushima,Spinach
S_0558,37.42.39,140.23.25,Fukushima,Spinach
S_0559,37.42.39,140.23.25,Fukushima,Spinach
S_0560,37.42.39,140.23.25,Fukushima,Spinach
S_0561,37.42.39,140.23.25,Fukushima,Spinach
S_0562,37.42.39,140.23.25,Fukushima,Spinach
S_0563,37.42.39,140.23.25,Fukushima,Spinach
S_0564,37.42.39,140.23.25,Fukushima,Spinach
S_0565,37.42.39,140.23.25,Fukushima,Spinach
S_0566,37.42.39,140.23.25,Fukushima,Spinach
S_0567,37.42.39,140.23.25,Fukushima,Spinach
S_0568,37.42.39,140.23.25,Fukushima,Spinach
S_0569,37.42.37,140.23.29,Fukushima,Komatsuna
S_0570,37.42.37,140.23.29,Fukushima,Komatsuna
S_0571,37.42.37,140.23.29,Fukushima,Komatsuna
S_0572,37.42.37,140.23.29,Fukushima,Spinach
S_0573,37.42.39,140.23.25,Fukushima,Spinach
S_0574,37.42.39,140.23.25,Fukushima,Spinach
S_0575,37.42.39,140.23.25,Fukushima,Spinach
S_0576,37.42.39,140.23.25,Fukushima,Spinach
S_0577,37.42.37,140.23.29,Fukushima,Komatsuna
S_0578,37.42.37,140.23.29,Fukushima,Komatsuna
S_0579,37.42.37,140.23.29,Fukushima,Komatsuna
S_0580,37.42.37,140.23.29,Fukushima,Komatsuna
S_0581,37.42.37,140.23.29,Fukushima,Komatsuna
S_0582,37.42.37,140.23.29,Fukushima,Komatsuna
S_0583,37.42.37,140.23.29,Fukushima,Komatsuna
S_0584,37.42.37,140.23.29,Fukushima,Komatsuna
S_0585,36.35.07,138.13.15,Nagano_City,Celery
S_0586,36.35.07,138.13.15,Nagano_City,Celery
S_0587,36.35.07,138.13.15,Nagano_City,Celery
S_0588,36.35.07,138.13.15,Nagano_City,Celery
S_0589,36.35.07,138.13.15,Nagano_City,Celery
S_0590,36.35.07,138.13.15,Nagano_City,Celery
S_0591,36.35.07,138.13.15,Nagano_City,Celery
S_0592,36.35.07,138.13.15,Nagano_City,Komatsuna
S_0593,36.35.07,138.13.15,Nagano_City,Celery
S_0594,36.35.07,138.13.15,Nagano_City,Celery
S_0595,36.35.07,138.13.15,Nagano_City,Celery
S_0596,36.35.07,138.13.15,Nagano_City,Celery
S_0597,36.35.07,138.13.15,Nagano_City,Celery
S_0598,36.35.07,138.13.15,Nagano_City,Celery
S_0599,36.35.07,138.13.15,Nagano_City,Celery
S_0600,36.35.07,138.13.15,Nagano_City,Celery
S_0601,36.06.16,137.55.60,Shiojiri_City,Celery
S_0602,36.06.16,137.55.60,Shiojiri_City,Celery
S_0603,36.06.16,137.55.60,Shiojiri_City,Celery
S_0604,36.06.16,137.55.60,Shiojiri_City,Celery
S_0605,36.06.16,137.55.60,Shiojiri_City,Celery
S_0606,36.06.16,137.55.60,Shiojiri_City,Celery
S_0607,36.35.07,138.13.15,Nagano_City,Celery
S_0608,36.35.07,138.13.15,Nagano_City,Celery
S_0609,35.21.04,139.16.53,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish
S_0610,35.21.04,139.16.53,"Kanagawa_pref._agriculture_center,_before_transplanting",Celery
S_0611,36.06.16,137.55.60,Shiojiri_City,Celery
S_0612,36.06.16,137.55.60,Shiojiri_City,Celery
S_0613,36.06.16,137.55.60,Shiojiri_City,Celery
S_0614,36.06.16,137.55.60,Shiojiri_City,Celery
S_0615,36.06.16,137.55.60,Shiojiri_City,Celery
S_0616,36.06.16,137.55.60,Shiojiri_City,Celery
S_0617,35.21.04,139.16.53,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish
S_0618,35.21.04,139.16.53,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish
S_0619,35.21.04,139.16.53,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish
S_0620,35.21.04,139.16.53,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish
S_0621,35.21.04,139.16.53,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish
S_0622,35.21.04,139.16.53,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish
S_0623,35.21.04,139.16.53,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish
S_0624,35.21.04,139.16.53,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish
S_0625,35.21.04,139.16.53,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish
S_0626,35.21.04,139.16.53,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish
S_0627,35.21.04,139.16.53,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish
S_0628,35.21.04,139.16.53,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish
S_0629,35.21.04,139.16.53,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish
S_0630,35.21.04,139.16.53,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish
S_0631,35.21.04,139.16.53,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish
S_0632,35.21.04,139.16.53,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish
S_0633,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0634,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0635,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0636,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0637,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0638,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0639,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0640,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Radish
S_0641,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0642,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0643,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0644,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0645,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0646,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0647,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0648,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0649,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0650,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0651,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0652,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0653,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0654,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0655,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0656,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0657,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Spinach
S_0658,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Spinach
S_0659,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Spinach
S_0660,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Spinach
S_0661,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Spinach
S_0662,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Spinach
S_0663,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Spinach
S_0664,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Sweet_corn
S_0665,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Spinach
S_0666,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Spinach
S_0667,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Spinach
S_0668,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Spinach
S_0669,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Spinach
S_0670,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Spinach
S_0671,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Spinach
S_0672,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Spinach
S_0673,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Onion
S_0674,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Onion
S_0675,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Onion
S_0676,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Onion
S_0677,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Onion
S_0678,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Spinach
S_0679,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Spinach
S_0680,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Spinach
S_0681,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Soybean
S_0682,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Soybean
S_0683,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Soybean
S_0684,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Soybean
S_0685,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Soybean
S_0686,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Onion
S_0687,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Onion
S_0688,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Onion
S_0689,36.00.58,140.06.25,Tsukuba,Cabbage
S_0690,36.00.58,140.06.25,Tsukuba,Cabbage
S_0691,36.00.58,140.06.25,Tsukuba,Cabbage
S_0692,36.00.58,140.06.25,Tsukuba,Cabbage
S_0693,36.00.58,140.06.25,Tsukuba,Cabbage
S_0694,36.00.58,140.06.25,Tsukuba,Cabbage
S_0695,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Soybean
S_0696,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Soybean
S_0697,36.00.58,140.06.25,Tsukuba,Cabbage
S_0698,36.00.58,140.06.25,Tsukuba,Cabbage
S_0699,36.00.58,140.06.25,Tsukuba,Cabbage
S_0700,36.00.58,140.06.25,Tsukuba,Cabbage
S_0701,36.00.58,140.06.25,Tsukuba,Cabbage
S_0702,36.00.58,140.06.25,Tsukuba,Cabbage
S_0703,36.00.58,140.06.25,Tsukuba,Cabbage
S_0704,36.00.58,140.06.25,Tsukuba,Cabbage
S_0705,36.00.58,140.06.25,Tsukuba,Cabbage
S_0706,36.00.58,140.06.25,Tsukuba,Cabbage
S_0707,36.00.58,140.06.25,Tsukuba,Cabbage
S_0708,36.00.58,140.06.25,Tsukuba,Cabbage
S_0709,36.00.58,140.06.25,Tsukuba,Cabbage
S_0710,36.00.58,140.06.25,Tsukuba,Cabbage
S_0711,36.00.58,140.06.25,Tsukuba,Cabbage
S_0712,36.00.58,140.06.25,Tsukuba,Cabbage
S_0713,34.37.52,136.29.25,Matsuzaka,Cabbage
S_0714,34.37.52,136.29.25,Matsuzaka,Cabbage
S_0715,34.37.52,136.29.25,Matsuzaka,Cabbage
S_0716,34.37.52,136.29.25,Matsuzaka,Cabbage
S_0717,34.37.52,136.29.25,Matsuzaka,Cabbage
S_0718,34.37.52,136.29.25,Matsuzaka,Cabbage
S_0719,36.00.58,140.06.25,Tsukuba,Cabbage
S_0720,36.00.58,140.06.25,Tsukuba,Cabbage
S_0721,36.29.33,138.29.33,Tsumagoi,Cabbage
S_0722,36.29.33,138.29.33,Tsumagoi,Cabbage
S_0723,36.30.31,138.28.51,Tsumagoi,Cabbage
S_0724,36.30.31,138.28.51,Tsumagoi,Cabbage
S_0725,34.37.52,136.29.25,Matsuzaka,Cabbage
S_0726,34.37.52,136.29.25,Matsuzaka,Cabbage
S_0727,34.37.52,136.29.25,Matsuzaka,Cabbage
S_0728,34.37.52,136.29.25,Matsuzaka,Cabbage
S_0729,36.01.46,140.06.13,Tsukuba,Cabbage
S_0730,36.01.46,140.06.13,Tsukuba,Cabbage
S_0731,36.01.46,140.06.13,Tsukuba,Cabbage
S_0732,36.01.46,140.06.13,Tsukuba,Cabbage
S_0733,36.29.33,138.29.33,Tsumagoi,Cabbage
S_0734,36.29.33,138.29.33,Tsumagoi,Cabbage
S_0735,36.29.33,138.29.33,Tsumagoi,Cabbage
S_0736,36.29.33,138.29.33,Tsumagoi,Cabbage
S_0737,39.34.51,140.11.49,Akita,Cabbage
S_0738,34.37.52,136.29.25,Matsuzaka,Cabbage
S_0739,34.37.52,136.29.25,Matsuzaka,Cabbage
S_0740,34.37.52,136.29.25,Matsuzaka,Cabbage
S_0741,36.01.46,140.06.13,Tsukuba,Cabbage
S_0742,36.01.46,140.06.13,Tsukuba,Cabbage
S_0743,36.01.46,140.06.13,Tsukuba,Cabbage
S_0744,36.01.46,140.06.13,Tsukuba,Cabbage
S_0745,34.45.03,137.26.17,Toyohashi,Cabbage
S_0746,34.45.03,137.26.17,Toyohashi,Cabbage
S_0747,40.18.20,141.23.53,Karumai,Cabbage
S_0748,40.18.20,141.23.53,Karumai,Cabbage
S_0749,40.18.20,141.23.53,Karumai,Cabbage
S_0750,39.34.51,140.11.49,Akita,Cabbage
S_0751,39.34.51,140.11.49,Akita,Cabbage
S_0752,39.34.51,140.11.49,Akita,Cabbage
S_0753,34.45.03,137.26.17,Toyohashi,Cabbage
S_0754,34.45.03,137.26.17,Toyohashi,Cabbage
S_0755,34.45.03,137.26.17,Toyohashi,Cabbage
S_0756,34.45.03,137.26.17,Toyohashi,Cabbage
S_0757,34.45.03,137.26.17,Toyohashi,Cabbage
S_0758,34.45.03,137.26.17,Toyohashi,Cabbage
S_0759,34.45.03,137.26.17,Toyohashi,Cabbage
S_0760,34.45.03,137.26.17,Toyohashi,Cabbage
S_0761,35.12.13,139.37.35,Yokosuka,Cabbage
S_0762,35.12.13,139.37.35,Yokosuka,Cabbage
S_0763,35.12.13,139.37.35,Yokosuka,Cabbage
S_0764,34.44.56,137.25.52,Toyohashi,Cabbage
S_0765,34.44.56,137.25.52,Toyohashi,Cabbage
S_0766,34.44.56,137.25.52,Toyohashi,Cabbage
S_0767,34.44.56,137.25.52,Toyohashi,Cabbage
S_0768,34.44.56,137.25.52,Toyohashi,Cabbage
S_0769,36.29.33,138.29.33,Yokosuka,Cabbage
S_0770,35.12.12,139.37.53,Yokosuka,Cabbage
S_0771,35.12.12,139.37.53,Yokosuka,Cabbage
S_0772,35.12.12,139.37.53,Yokosuka,Cabbage
S_0773,35.12.12,139.37.53,Yokosuka,Cabbage
S_0774,35.12.12,139.37.53,Yokosuka,Cabbage
S_0775,35.12.13,139.37.35,Yokosuka,Cabbage
S_0776,35.12.13,139.37.35,Yokosuka,Cabbage
S_0777,40.38.08,140.22.04,Hirosaki_1,Apple
S_0778,40.38.08,140.22.04,Hirosaki_1,Apple
S_0779,40.38.08,140.22.04,Hirosaki_1,Apple
S_0780,40.38.08,140.22.04,Hirosaki_1,Cabbage
S_0781,36.29.33,138.29.33,Yokosuka,Cabbage
S_0782,36.29.33,138.29.33,Yokosuka,Cabbage
S_0783,36.29.33,138.29.33,Yokosuka,Cabbage
S_0784,36.29.33,138.29.33,Yokosuka,Cabbage
S_0785,40.38.05,140.21.53,Hirosaki_2,Apple
S_0786,40.38.05,140.21.53,Hirosaki_2,Apple
S_0787,40.38.05,140.21.53,Hirosaki_2,Apple
