Site,Crop,Project,ID,Specificity_to_disease_level_1,Pvalue,FDR,Kingdom,Phylum
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_01064,0.033765066,0.4732,0.483099582,Bacteria,Actinobacteriota
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00174,0.033551874,0.4672,0.478978151,Bacteria,Actinobacteriota
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00422,-0.054509672,0.4072,0.473225688,Bacteria,Actinobacteriota
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_01461,-0.116253995,0.3818,0.465796,Bacteria,Actinobacteriota
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00055,-0.140967099,0.3931,0.470537255,Bacteria,Actinobacteriota
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00269,-0.150801536,0.3921,0.470537255,Bacteria,Actinobacteriota
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_01131,-0.278556246,0.3508,0.465796,Bacteria,Actinobacteriota
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_01125,-0.298869523,0.3315,0.465796,Bacteria,Actinobacteriota
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00264,-0.335141663,0.3389,0.465796,Bacteria,Actinobacteriota
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00013,-0.381445729,0.3348,0.465796,Bacteria,Actinobacteriota
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00124,-0.449556153,0.3129,0.465796,Bacteria,Actinobacteriota
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_01072,-0.494782042,0.2662,0.446194667,Bacteria,Actinobacteriota
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00135,-0.702143157,0.216,0.423759375,Bacteria,Actinobacteriota
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00002,-0.733390713,0.222,0.423759375,Bacteria,Actinobacteriota
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00599,-0.831327665,0.175,0.423759375,Bacteria,Actinobacteriota
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00006,-0.836493394,0.1886,0.423759375,Bacteria,Actinobacteriota
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00028,-1.0506281,0.1381,0.387314943,Bacteria,Actinobacteriota
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00416,-1.453991095,0.0774,0.2996625,Bacteria,Actinobacteriota
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00033,-1.670998222,0.0497,0.237780392,Bacteria,Actinobacteriota
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00843,-1.699747352,0.0457,0.234040816,Bacteria,Actinobacteriota
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00238,-1.806728144,0.0315,0.215747368,Bacteria,Actinobacteriota
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00541,-1.88443391,0.033,0.215747368,Bacteria,Actinobacteriota
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00208,-1.892008298,0.0249,0.213906667,Bacteria,Actinobacteriota
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00814,-1.903046668,0.0298,0.215747368,Bacteria,Actinobacteriota
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00954,-1.906860305,0.0263,0.213906667,Bacteria,Actinobacteriota
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00058,-3.790174967,4.00E-04,0.0488,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_7,Bac_00821,4.029518377,1.00E-04,0.000695385,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_9,Bac_01067,4.018843972,2.00E-04,0.001273239,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_13,Bac_01163,3.727024854,2.00E-04,0.001273239,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_19,Bac_01285,3.478625512,6.00E-04,0.003228571,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_21,Bac_01380,3.456154125,4.00E-04,0.002378947,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_23,Bac_00595,3.422362351,7.00E-04,0.003595455,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_25,Bac_01169,3.402398795,8.00E-04,0.003930435,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_32,Bac_00130,3.174924444,6.00E-04,0.003228571,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_36,Bac_01359,3.112653702,0.0018,0.00746422,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_47,Bac_00397,2.881202978,0.0031,0.01139187,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_48,Bac_00837,2.864871268,0.0035,0.012456693,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_54,Bac_00569,2.69534779,0.0038,0.01311145,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_70,Bac_00108,2.43009493,0.009,0.025910828,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_71,Bac_01034,2.418864955,0.0095,0.026670807,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_76,Bac_00843,2.342301233,0.012,0.031352601,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_81,Bac_00555,2.293842882,0.0111,0.030043114,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_86,Bac_00208,2.235835501,0.0139,0.035296629,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_92,Bac_01150,2.15029588,0.018,0.043047619,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_97,Bac_00578,2.094919584,0.0196,0.045431795,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_100,Bac_00113,2.056707745,0.019,0.044963351,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_135,Bac_00124,1.615611907,0.0512,0.091834921,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_141,Bac_00338,1.549767991,0.0608,0.103704151,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_142,Bac_01125,1.545811043,0.0604,0.103704151,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_148,Bac_00076,1.506725914,0.0691,0.113575273,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_153,Bac_00364,1.440579485,0.0735,0.119503597,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_169,Bac_00017,1.192242789,0.1139,0.168244444,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_170,Bac_00433,1.179702063,0.116,0.170788274,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_173,Bac_01196,1.097708801,0.1318,0.188810127,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_183,Bac_00217,0.953537139,0.1674,0.223860355,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_206,Bac_00740,0.59682405,0.2541,0.294261224,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_218,Bac_00289,0.460278798,0.306,0.342356436,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_221,Bac_00238,0.399914906,0.3183,0.352626471,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_230,Bac_00994,0.31094457,0.3221,0.35423163,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_234,Bac_00868,0.205365732,0.3761,0.396263869,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_251,Bac_00572,-0.145105045,0.4383,0.449232653,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_257,Bac_00174,-0.364449768,0.3519,0.377811876,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_260,Bac_00235,-0.402329125,0.3469,0.374545107,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_267,Bac_00069,-0.559030309,0.2766,0.311891272,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_277,Bac_00144,-0.729518249,0.2253,0.272287701,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_278,Bac_00386,-0.737802766,0.2209,0.267685791,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_283,Bac_01366,-0.798370332,0.1908,0.24177033,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_285,Bac_01506,-0.814883595,0.1919,0.24177033,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_289,Bac_00123,-0.839831784,0.1947,0.24177033,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_291,Bac_00459,-0.843113867,0.1882,0.240981303,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_295,Bac_00058,-0.877193409,0.1876,0.240981303,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_296,Bac_00270,-0.891945536,0.1774,0.232550725,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_297,Bac_00085,-0.89531303,0.1775,0.232550725,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_298,Bac_00007,-0.900491383,0.1771,0.232550725,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_306,Bac_00368,-1.006473642,0.1428,0.199831579,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_315,Bac_00416,-1.114739917,0.1188,0.174342857,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_317,Bac_00376,-1.17962486,0.1067,0.159169637,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_321,Bac_00461,-1.260351674,0.0941,0.143693243,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_326,Bac_00010,-1.377010927,0.0755,0.121878571,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_335,Bac_00002,-1.523588729,0.054,0.095717647,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_346,Bac_00230,-1.699408499,0.0302,0.063196296,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_348,Bac_00269,-1.710154126,0.0306,0.06328,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_349,Bac_00004,-1.727910707,0.033,0.065709251,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_351,Bac_00250,-1.757918455,0.0308,0.06328,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_356,Bac_00558,-1.85515136,0.0205,0.046562814,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_360,Bac_00128,-1.908357793,0.0018,0.00746422,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_361,Bac_00116,-1.913512293,0,0,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_367,Bac_00200,-1.989780736,0.0191,0.044964583,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_368,Bac_00006,-2.048711063,0.0187,0.044486316,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_372,Bac_00033,-2.133125868,0.0095,0.026670807,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_374,Bac_00013,-2.160766368,0.0101,0.028007362,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_380,Bac_00059,-2.251340488,0.0023,0.00888547,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_385,Bac_00040,-2.396187384,0.0037,0.012864615,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_399,Bac_00650,-2.610823285,0,0,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_404,Bac_00323,-2.683825039,7.00E-04,0.003595455,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_407,Bac_00032,-2.817513884,4.00E-04,0.002378947,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_417,Bac_00044,-2.972077516,5.00E-04,0.002790123,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_426,Bac_00105,-3.143764203,0,0,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_429,Bac_00515,-3.199165169,0,0,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_441,Bac_00051,-3.407443777,0,0,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_448,Bac_00209,-3.688841965,0,0,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00364,3.241551895,2.00E-04,0.00612,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00130,3.055966759,2.00E-04,0.00612,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00397,2.34662204,0.0025,0.025036364,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00376,2.279909654,0.0071,0.035041935,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00017,2.239788171,0.0111,0.048522857,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00108,2.175340155,0.0123,0.051978082,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00217,1.970659627,0.0191,0.067960465,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00076,1.894866191,0.0207,0.07038,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00569,1.871579815,0.0236,0.076825532,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00124,1.81003371,0.0311,0.085735135,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00123,1.625238623,0.0459,0.107331818,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00578,1.227038259,0.1051,0.187513953,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00113,1.209546658,0.1054,0.187513953,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00238,0.688950492,0.2345,0.32322973,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00033,0.623567404,0.2701,0.348042857,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00269,0.597572135,0.2673,0.346583898,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00289,0.553737517,0.2871,0.361533333,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00338,0.412817965,0.3351,0.400549219,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00006,0.375206862,0.3626,0.423494656,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00368,0.224284301,0.396,0.445040146,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00058,0.222810686,0.4027,0.448095273,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00235,0.155590147,0.4265,0.466103571,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00046,0.123259274,0.4466,0.47589375,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00040,0.064206944,0.4654,0.479365886,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00010,0.037744099,0.4883,0.493134653,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00572,0.001187062,0.4911,0.494330921,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00270,0.00114086,0.485,0.491423841,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00200,-0.060019463,0.462,0.479365886,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00459,-0.094903665,0.4394,0.471776842,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00059,-0.209815473,0.4112,0.452615827,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_01366,-0.290461235,0.3429,0.40571583,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00100,-0.499525978,0.3016,0.373122581,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00250,-0.573610346,0.2719,0.348123013,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00309,-0.590594257,0.2707,0.348042857,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00650,-0.647010411,0.2383,0.326994619,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00007,-0.753006621,0.2214,0.307947273,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00004,-0.844459391,0.1884,0.280747573,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00128,-0.863799597,0.1932,0.284038278,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00092,-0.902431736,0.1776,0.271728,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00284,-0.923237135,0.1639,0.25852268,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00044,-0.948181733,0.1705,0.266188776,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00242,-0.961827235,0.1539,0.249171429,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00116,-1.014574789,0.1516,0.248236364,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00995,-1.204823259,0.1084,0.191736416,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00517,-1.323627658,0.0927,0.169857485,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00144,-1.353783282,0.0854,0.159343902,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00209,-1.532076883,0.058,0.122190411,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00323,-1.556733559,0.0563,0.1196375,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00013,-1.587261222,0.0529,0.116456115,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00002,-1.695363561,0.0462,0.107331818,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00051,-1.715713565,0.0457,0.107331818,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00032,-1.80515261,0.0367,0.093585,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00434,-1.945654727,0.0253,0.079075248,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00077,-2.118899828,0.0189,0.067960465,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00069,-2.386199658,0.0074,0.035859375,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00105,-2.509416461,0.0057,0.032909434,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00515,-2.575693142,0.0047,0.031265217,Bacteria,Actinobacteriota
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00085,-2.623359618,0.0041,0.029871429,Bacteria,Actinobacteriota
